Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
2024-10-14T00:00:00Z,2024.7841530,5177,5484,1007.53
2024-10-15T00:00:00Z,2024.7868852,5198,5605,1009.93
2024-10-16T00:00:00Z,2024.7896175,5010,5644,1015.85
2024-10-17T00:00:00Z,2024.7923497,5050,5654,1015.03
2024-10-18T00:00:00Z,2024.7950820,5092,5669,1014.27
2024-10-19T00:00:00Z,2024.7978142,4897,5647,1019.02
2024-10-20T00:00:00Z,2024.8005464,5090,5682,1014.66
2024-10-21T00:00:00Z,2024.8032787,5725,5707,999.44
2024-10-22T00:00:00Z,2024.8060109,5719,5747,1000.41
2024-10-23T00:00:00Z,2024.8087432,5755,5770,1000.11
2024-10-24T00:00:00Z,2024.8114754,5313,5788,1011.36
2024-10-25T00:00:00Z,2024.8142077,5374,5788,1009.80
2024-10-26T00:00:00Z,2024.8169399,5211,5799,1014.21
2024-10-27T00:00:00Z,2024.8196721,5383,5656,1006.56
2024-10-28T00:00:00Z,2024.8224044,5644,5522,996.88
2024-10-29T00:00:00Z,2024.8251366,5323,5383,1001.34
2024-10-30T00:00:00Z,2024.8278689,5721,5332,990.36
2024-10-31T00:00:00Z,2024.8306011,5403,5262,996.17
2024-11-01T00:00:00Z,2024.8333333,5725,5261,988.33
2024-11-02T00:00:00Z,2024.8360656,5199,5302,1002.51
2024-11-03T00:00:00Z,2024.8387978,5167,5348,1004.43
2024-11-04T00:00:00Z,2024.8415301,4894,5468,1014.73
2024-11-05T00:00:00Z,2024.8442623,5182,5551,1009.05
2024-11-06T00:00:00Z,2024.8469945,5072,5608,1013.34
2024-11-07T00:00:00Z,2024.8497268,4908,5612,1017.88
2024-11-08T00:00:00Z,2024.8524590,4887,5577,1017.59
2024-11-09T00:00:00Z,2024.8551913,4711,5622,1023.70
2024-11-10T00:00:00Z,2024.8579235,4571,5632,1027.96
2024-11-11T00:00:00Z,2024.8606557,4689,5605,1023.87
2024-11-12T00:00:00Z,2024.8633880,4851,5642,1020.17
2024-11-13T00:00:00Z,2024.8661202,5470,5626,1003.66
2024-11-14T00:00:00Z,2024.8688525,5820,5640,995.52
2024-11-15T00:00:00Z,2024.8715847,6109,5629,988.77
2024-11-16T00:00:00Z,2024.8743169,6866,5668,973.87
2024-11-17T00:00:00Z,2024.8770492,6998,5700,972.03
2024-11-18T00:00:00Z,2024.8797814,6462,5684,982.46
2024-11-19T00:00:00Z,2024.8825137,5926,5700,994.51
2024-11-20T00:00:00Z,2024.8852459,5698,5739,1000.72
2024-11-21T00:00:00Z,2024.8879781,6400,5736,985.03
2024-11-22T00:00:00Z,2024.8907104,6680,5703,978.36
2024-11-23T00:00:00Z,2024.8934426,6327,5758,987.03
2024-11-24T00:00:00Z,2024.8961749,5800,5771,999.17
2024-11-25T00:00:00Z,2024.8989071,6252,5710,987.53
2024-11-26T00:00:00Z,2024.9016393,5999,5722,993.50
2024-11-27T00:00:00Z,2024.9043716,5214,5755,1013.11
2024-11-28T00:00:00Z,2024.9071038,5068,5717,1016.02
2024-11-29T00:00:00Z,2024.9098361,5131,5573,1010.93
2024-11-30T00:00:00Z,2024.9125683,5038,5482,1011.22
2024-12-01T00:00:00Z,2024.9153005,5445,5510,1001.41
2024-12-02T00:00:00Z,2024.9180328,5824,5580,993.99
2024-12-03T00:00:00Z,2024.9207650,5363,5643,1006.71
2024-12-04T00:00:00Z,2024.9234973,4636,5649,1026.48
2024-12-05T00:00:00Z,2024.9262295,4698,5624,1024.06
2024-12-06T00:00:00Z,2024.9289617,4959,5608,1016.37
2024-12-07T00:00:00Z,2024.9316940,4976,5639,1016.64
2024-12-08T00:00:00Z,2024.9344262,4848,5641,1020.21
2024-12-09T00:00:00Z,2024.9371585,4681,5639,1024.96
2024-12-10T00:00:00Z,2024.9398907,5230,5633,1009.82
2024-12-11T00:00:00Z,2024.9426230,5259,5680,1010.18
2024-12-12T00:00:00Z,2024.9453552,5009,5726,1017.84
2024-12-13T00:00:00Z,2024.9480874,5086,5721,1015.68
2024-12-14T00:00:00Z,2024.9508197,5612,5741,1002.86
2024-12-15T00:00:00Z,2024.9535519,5841,5753,997.82
2024-12-16T00:00:00Z,2024.9562842,6638,5732,979.95
2024-12-17T00:00:00Z,2024.9590164,5851,5690,996.18
2024-12-18T00:00:00Z,2024.9617486,5513,5705,1004.41
2024-12-19T00:00:00Z,2024.9644809,6522,5704,981.75
2024-12-20T00:00:00Z,2024.9672131,6682,5739,979.20
2024-12-21T00:00:00Z,2024.9699454,6404,5724,984.60
2024-12-22T00:00:00Z,2024.9726776,6091,5640,989.34
2024-12-23T00:00:00Z,2024.9754098,5561,5598,1000.75
2024-12-24T00:00:00Z,2024.9781421,5185,5583,1009.73
2024-12-25T00:00:00Z,2024.9808743,5259,5535,1006.68
2024-12-26T00:00:00Z,2024.9836066,5113,5571,1011.36
2024-12-27T00:00:00Z,2024.9863388,5002,5588,1014.73
2024-12-28T00:00:00Z,2024.9890710,5173,5594,1010.36
2024-12-29T00:00:00Z,2024.9918033,5986,5587,990.56
2024-12-30T00:00:00Z,2024.9945355,6477,5611,980.35
2024-12-31T00:00:00Z,2024.9972678,6007,5638,991.24
2025-01-01T00:00:00Z,2025.0000000,6044,5509,987.22
2025-01-02T00:00:00Z,2025.0027397,6228,5467,982.13
2025-01-03T00:00:00Z,2025.0054795,6041,5514,987.42
2025-01-04T00:00:00Z,2025.0082192,5818,5530,992.90
2025-01-05T00:00:00Z,2025.0109589,5620,5557,998.23
2025-01-06T00:00:00Z,2025.0136986,5509,5558,1000.96
2025-01-07T00:00:00Z,2025.0164384,5518,5593,1001.57
2025-01-08T00:00:00Z,2025.0191781,5794,5610,995.38
2025-01-09T00:00:00Z,2025.0219178,5533,5665,1002.95
2025-01-10T00:00:00Z,2025.0246575,5182,5743,1013.66
2025-01-11T00:00:00Z,2025.0273973,5028,5775,1018.50
2025-01-12T00:00:00Z,2025.0301370,4994,5781,1019.51
2025-01-13T00:00:00Z,2025.0328767,5585,5751,1004.16
2025-01-14T00:00:00Z,2025.0356164,5932,5773,996.31
2025-01-15T00:00:00Z,2025.0383562,5453,5786,1007.92
2025-01-16T00:00:00Z,2025.0410959,5789,5779,999.55
2025-01-17T00:00:00Z,2025.0438356,5706,5743,1000.73
2025-01-18T00:00:00Z,2025.0465753,5604,5751,1003.35
2025-01-19T00:00:00Z,2025.0493151,5472,5783,1007.33
2025-01-20T00:00:00Z,2025.0520548,4751,5804,1026.84
2025-01-21T00:00:00Z,2025.0547945,4714,5771,1027.14
2025-01-22T00:00:00Z,2025.0575342,5339,5752,1009.86
2025-01-23T00:00:00Z,2025.0602740,5498,5759,1006.01
2025-01-24T00:00:00Z,2025.0630137,5672,5759,1001.82
2025-01-25T00:00:00Z,2025.0657534,6282,5728,987.31
2025-01-26T00:00:00Z,2025.0684932,6128,5774,991.78
2025-01-27T00:00:00Z,2025.0712329,5771,5822,1000.94
2025-01-28T00:00:00Z,2025.0739726,5799,5789,999.53
2025-01-29T00:00:00Z,2025.0767123,5522,5792,1006.22
2025-01-30T00:00:00Z,2025.0794521,6010,5802,994.99
2025-01-31T00:00:00Z,2025.0821918,5581,5759,1004.11
2025-02-01T00:00:00Z,2025.0849315,5022,5696,1016.82
2025-02-02T00:00:00Z,2025.0876712,4652,5657,1026.18
2025-02-03T00:00:00Z,2025.0904110,4589,5592,1026.47
2025-02-04T00:00:00Z,2025.0931507,4698,5638,1024.41
2025-02-05T00:00:00Z,2025.0958904,5062,5632,1014.19
2025-02-06T00:00:00Z,2025.0986301,4457,5684,1032.67
2025-02-07T00:00:00Z,2025.1013699,4252,5751,1040.59
2025-02-08T00:00:00Z,2025.1041096,4199,5801,1043.44
2025-02-09T00:00:00Z,2025.1068493,4483,5802,1034.60
2025-02-10T00:00:00Z,2025.1095890,4464,5776,1034.57
2025-02-11T00:00:00Z,2025.1123288,4651,5798,1029.56
2025-02-12T00:00:00Z,2025.1150685,4760,5837,1027.31
2025-02-13T00:00:00Z,2025.1178082,4844,5875,1025.83
2025-02-14T00:00:00Z,2025.1205479,5105,5878,1018.80
2025-02-15T00:00:00Z,2025.1232877,5040,5826,1019.35
2025-02-16T00:00:00Z,2025.1260274,5221,5783,1013.56
2025-02-17T00:00:00Z,2025.1287671,5295,5792,1011.87
2025-02-18T00:00:00Z,2025.1315068,5293,5808,1012.33
2025-02-19T00:00:00Z,2025.1342466,4979,5757,1019.35
2025-02-20T00:00:00Z,2025.1369863,4990,5738,1018.60
2025-02-21T00:00:00Z,2025.1397260,5216,5744,1012.78
2025-02-22T00:00:00Z,2025.1424658,5231,5770,1012.99
2025-02-23T00:00:00Z,2025.1452055,5202,5790,1014.22
2025-02-24T00:00:00Z,2025.1479452,5296,5773,1011.42
2025-02-25T00:00:00Z,2025.1506849,5475,5762,1006.66
2025-02-26T00:00:00Z,2025.1534247,5421,5738,1007.42
2025-02-27T00:00:00Z,2025.1561644,5254,5723,1011.29
2025-02-28T00:00:00Z,2025.1589041,5158,5728,1013.91
2025-03-01T00:00:00Z,2025.1616438,5151,5691,1013.27
2025-03-02T00:00:00Z,2025.1643836,5791,5718,998.08
2025-03-03T00:00:00Z,2025.1671233,6259,5730,987.89
2025-03-04T00:00:00Z,2025.1698630,6402,5770,985.73
2025-03-05T00:00:00Z,2025.1726027,6690,5751,979.35
2025-03-06T00:00:00Z,2025.1753425,6331,5778,987.51
2025-03-07T00:00:00Z,2025.1780822,5507,5756,1005.74
2025-03-08T00:00:00Z,2025.1808219,5823,5751,998.11
2025-03-09T00:00:00Z,2025.1835616,5296,5771,1011.36
2025-03-10T00:00:00Z,2025.1863014,5350,5749,1009.48
2025-03-11T00:00:00Z,2025.1890411,5537,5714,1004.01
2025-03-12T00:00:00Z,2025.1917808,5526,5725,1004.51
2025-03-13T00:00:00Z,2025.1945205,5848,5782,998.24
2025-03-14T00:00:00Z,2025.1972603,5920,5750,995.83
2025-03-15T00:00:00Z,2025.2000000,6107,5695,990.33
2025-03-16T00:00:00Z,2025.2027397,5622,5763,1003.21
2025-03-17T00:00:00Z,2025.2054795,5491,5770,1006.44
2025-03-18T00:00:00Z,2025.2082192,5880,5763,997.16
2025-03-19T00:00:00Z,2025.2109589,5634,5739,1002.31
2025-03-20T00:00:00Z,2025.2136986,5269,5760,1011.82
2025-03-21T00:00:00Z,2025.2164384,4739,5728,1025.42
2025-03-22T00:00:00Z,2025.2191781,4694,5686,1025.67
2025-03-23T00:00:00Z,2025.2219178,4818,5730,1023.16
2025-03-24T00:00:00Z,2025.2246575,5301,5668,1009.05
2025-03-25T00:00:00Z,2025.2273973,5911,5669,994.15
2025-03-26T00:00:00Z,2025.2301370,5488,5715,1005.23
2025-03-27T00:00:00Z,2025.2328767,5790,5723,998.18
2025-03-28T00:00:00Z,2025.2356164,5869,5724,996.36
2025-03-29T00:00:00Z,2025.2383562,5716,5751,1000.56
2025-03-30T00:00:00Z,2025.2410959,5531,5785,1005.85
2025-03-31T00:00:00Z,2025.2438356,5150,5796,1015.73
2025-04-01T00:00:00Z,2025.2465753,4900,5656,1019.14
2025-04-02T00:00:00Z,2025.2493151,4943,5628,1017.28
2025-04-03T00:00:00Z,2025.2520548,5441,5639,1004.75
2025-04-04T00:00:00Z,2025.2547945,5306,5675,1008.94
2025-04-05T00:00:00Z,2025.2575342,4946,5687,1018.63
2025-04-06T00:00:00Z,2025.2602740,5092,5690,1014.77
2025-04-07T00:00:00Z,2025.2630137,4841,5715,1022.19
2025-04-08T00:00:00Z,2025.2657534,5100,5697,1014.83
2025-04-09T00:00:00Z,2025.2684932,5389,5691,1007.13
2025-04-10T00:00:00Z,2025.2712329,5559,5708,1003.45
2025-04-11T00:00:00Z,2025.2739726,5670,5729,1001.16
2025-04-12T00:00:00Z,2025.2767123,5959,5698,993.76
2025-04-13T00:00:00Z,2025.2794521,5585,5660,1001.55
2025-04-14T00:00:00Z,2025.2821918,5825,5697,996.77
2025-04-15T00:00:00Z,2025.2849315,5200,5693,1012.16
2025-04-16T00:00:00Z,2025.2876712,4938,5580,1016.28
2025-04-17T00:00:00Z,2025.2904110,5115,5612,1012.28
2025-04-18T00:00:00Z,2025.2931507,5268,5579,1007.49
2025-04-19T00:00:00Z,2025.2958904,5224,5646,1010.25
2025-04-20T00:00:00Z,2025.2986301,5201,5716,1012.50
2025-04-21T00:00:00Z,2025.3013699,5048,5709,1016.40
2025-04-22T00:00:00Z,2025.3041096,5060,5723,1016.40
2025-04-23T00:00:00Z,2025.3068493,5225,5742,1012.52
2025-04-24T00:00:00Z,2025.3095890,5044,5763,1017.74
2025-04-25T00:00:00Z,2025.3123288,5077,5751,1016.59
2025-04-26T00:00:00Z,2025.3150685,4851,5765,1023.08
2025-04-27T00:00:00Z,2025.3178082,5005,5783,1019.31
2025-04-28T00:00:00Z,2025.3205479,5540,5776,1005.44
2025-04-29T00:00:00Z,2025.3232877,5366,5780,1009.83
2025-04-30T00:00:00Z,2025.3260274,5200,5813,1014.80
2025-05-01T00:00:00Z,2025.3287671,5332,5814,1011.44
2025-05-02T00:00:00Z,2025.3315068,6031,5766,993.87
2025-05-03T00:00:00Z,2025.3342466,6289,5739,987.42
2025-05-04T00:00:00Z,2025.3369863,5730,5730,999.78
2025-05-05T00:00:00Z,2025.3397260,5582,5709,1002.80
2025-05-06T00:00:00Z,2025.3424658,5259,5701,1010.67
2025-05-07T00:00:00Z,2025.3452055,5027,5734,1017.52
2025-05-08T00:00:00Z,2025.3479452,5066,5777,1017.49
2025-05-09T00:00:00Z,2025.3506849,5038,5771,1018.10
2025-05-10T00:00:00Z,2025.3534247,4890,5751,1021.67
2025-05-11T00:00:00Z,2025.3561644,4920,5740,1020.59
2025-05-12T00:00:00Z,2025.3589041,4989,5643,1016.41
2025-05-13T00:00:00Z,2025.3616438,5347,5653,1007.32
2025-05-14T00:00:00Z,2025.3643836,5504,5705,1004.60
2025-05-15T00:00:00Z,2025.3671233,5282,5752,1011.29
2025-05-16T00:00:00Z,2025.3698630,5162,5800,1015.50
2025-05-17T00:00:00Z,2025.3726027,5102,5811,1017.32
2025-05-18T00:00:00Z,2025.3753425,5058,5827,1018.86
2025-05-19T00:00:00Z,2025.3780822,5491,5826,1007.81
2025-05-20T00:00:00Z,2025.3808219,5766,5802,1000.58
2025-05-21T00:00:00Z,2025.3835616,5643,5813,1003.78
2025-05-22T00:00:00Z,2025.3863014,5319,5815,1011.81
2025-05-23T00:00:00Z,2025.3890411,5333,5791,1010.87
2025-05-24T00:00:00Z,2025.3917808,5215,5777,1013.57
2025-05-25T00:00:00Z,2025.3945205,5372,5768,1009.38
2025-05-26T00:00:00Z,2025.3972603,5491,5749,1005.98
2025-05-27T00:00:00Z,2025.4000000,5538,5743,1004.67
2025-05-28T00:00:00Z,2025.4027397,5492,5727,1005.41
2025-05-29T00:00:00Z,2025.4054795,5370,5703,1007.87
2025-05-30T00:00:00Z,2025.4082192,5531,5668,1003.08
2025-05-31T00:00:00Z,2025.4109589,5758,5671,997.69
2025-06-01T00:00:00Z,2025.4136986,5151,5325,1004.43
2025-06-02T00:00:00Z,2025.4164384,4948,4944,999.69
2025-06-03T00:00:00Z,2025.4191781,4984,5069,1002.06
2025-06-04T00:00:00Z,2025.4219178,5050,5221,1004.27
2025-06-05T00:00:00Z,2025.4246575,5363,5347,999.36
2025-06-06T00:00:00Z,2025.4273973,5372,5404,1000.55
2025-06-07T00:00:00Z,2025.4301370,5599,5510,997.60
2025-06-08T00:00:00Z,2025.4328767,5625,5506,996.87
2025-06-09T00:00:00Z,2025.4356164,5528,5626,1002.11
2025-06-10T00:00:00Z,2025.4383562,5525,5742,1004.93
2025-06-11T00:00:00Z,2025.4410959,5362,5766,1009.56
2025-06-12T00:00:00Z,2025.4438356,4989,5721,1018.30
2025-06-13T00:00:00Z,2025.4465753,4653,5648,1025.92
2025-06-14T00:00:00Z,2025.4493151,5025,5749,1017.98
2025-06-15T00:00:00Z,2025.4520548,5252,5747,1011.91
2025-06-16T00:00:00Z,2025.4547945,5368,5749,1009.05
2025-06-17T00:00:00Z,2025.4575342,5663,5725,1001.23
2025-06-18T00:00:00Z,2025.4602740,5758,5714,998.72
2025-06-19T00:00:00Z,2025.4630137,5514,5706,1004.38
2025-06-20T00:00:00Z,2025.4657534,5131,5626,1012.20
2025-06-21T00:00:00Z,2025.4684932,5175,5611,1010.68
2025-06-22T00:00:00Z,2025.4712329,5130,5615,1011.97
2025-06-23T00:00:00Z,2025.4739726,5544,5608,1001.37
2025-06-24T00:00:00Z,2025.4767123,6024,5618,990.33
2025-06-25T00:00:00Z,2025.4794521,5883,5621,993.66
2025-06-26T00:00:00Z,2025.4821918,5444,5631,1004.31
2025-06-27T00:00:00Z,2025.4849315,5442,5612,1003.91
2025-06-28T00:00:00Z,2025.4876712,5533,5616,1001.78
2025-06-29T00:00:00Z,2025.4904110,5915,5637,993.25
2025-06-30T00:00:00Z,2025.4931507,5478,5660,1004.20
2025-07-01T00:00:00Z,2025.4958904,5271,5659,1009.35
2025-07-02T00:00:00Z,2025.4986301,5316,5673,1008.51
2025-07-03T00:00:00Z,2025.5013699,5522,5691,1003.91
2025-07-04T00:00:00Z,2025.5041096,5647,5703,1001.16
2025-07-05T00:00:00Z,2025.5068493,5411,5699,1006.76
2025-07-06T00:00:00Z,2025.5095890,5590,5705,1002.51
2025-07-07T00:00:00Z,2025.5123288,5712,5729,1000.13
2025-07-08T00:00:00Z,2025.5150685,5706,5760,1001.02
2025-07-09T00:00:00Z,2025.5178082,5297,5786,1011.71
2025-07-10T00:00:00Z,2025.5205479,5040,5785,1018.37
2025-07-11T00:00:00Z,2025.5232877,4935,5770,1020.87
2025-07-12T00:00:00Z,2025.5260274,4919,5754,1020.94
2025-07-13T00:00:00Z,2025.5287671,4946,5755,1020.21
2025-07-14T00:00:00Z,2025.5315068,5105,5758,1016.02
2025-07-15T00:00:00Z,2025.5342466,5256,5711,1010.96
2025-07-16T00:00:00Z,2025.5369863,5270,5689,1010.09
2025-07-17T00:00:00Z,2025.5397260,5119,5705,1014.38
2025-07-18T00:00:00Z,2025.5424658,5137,5700,1013.81
2025-07-19T00:00:00Z,2025.5452055,5216,5691,1011.51
2025-07-20T00:00:00Z,2025.5479452,5192,5683,1011.96
2025-07-21T00:00:00Z,2025.5506849,5219,5687,1011.33
2025-07-22T00:00:00Z,2025.5534247,5310,5681,1008.88
2025-07-23T00:00:00Z,2025.5561644,5383,5688,1007.19
2025-07-24T00:00:00Z,2025.5589041,5408,5696,1006.77
2025-07-25T00:00:00Z,2025.5616438,5456,5693,1005.47
2025-07-26T00:00:00Z,2025.5643836,5469,5674,1004.73
2025-07-27T00:00:00Z,2025.5671233,5297,5623,1007.83
2025-07-28T00:00:00Z,2025.5698630,5331,5648,1007.53
2025-07-29T00:00:00Z,2025.5726027,5327,5666,1008.09
2025-07-30T00:00:00Z,2025.5753425,5228,5673,1010.78
2025-07-31T00:00:00Z,2025.5780822,5264,5701,1010.52
2025-08-01T00:00:00Z,2025.5808219,5402,5724,1007.58
2025-08-02T00:00:00Z,2025.5835616,5406,5745,1007.97
2025-08-03T00:00:00Z,2025.5863014,5238,5779,1013.03
2025-08-04T00:00:00Z,2025.5890411,5290,5776,1011.63
2025-08-05T00:00:00Z,2025.5917808,5694,5804,1002.37
2025-08-06T00:00:00Z,2025.5945205,5916,5816,997.44
2025-08-07T00:00:00Z,2025.5972603,5702,5822,1002.58
2025-08-08T00:00:00Z,2025.6000000,5415,5808,1009.20
2025-08-09T00:00:00Z,2025.6027397,5317,5795,1011.38
2025-08-10T00:00:00Z,2025.6054795,5403,5797,1009.25
2025-08-11T00:00:00Z,2025.6082192,5396,5796,1009.41
2025-08-12T00:00:00Z,2025.6109589,5391,5791,1009.42
2025-08-13T00:00:00Z,2025.6136986,5176,5799,1015.11
2025-08-14T00:00:00Z,2025.6164384,5056,5789,1018.03
2025-08-15T00:00:00Z,2025.6191781,5523,5785,1006.17
2025-08-16T00:00:00Z,2025.6219178,5973,5811,996.03
2025-08-17T00:00:00Z,2025.6246575,5502,5819,1007.35
2025-08-18T00:00:00Z,2025.6273973,5508,5812,1007.07
2025-08-19T00:00:00Z,2025.6301370,5766,5802,1000.61
2025-08-20T00:00:00Z,2025.6328767,5664,5780,1002.49
2025-08-21T00:00:00Z,2025.6356164,5748,5767,1000.18
2025-08-22T00:00:00Z,2025.6383562,5715,5765,1000.91
2025-08-23T00:00:00Z,2025.6410959,5823,5783,998.80
2025-08-24T00:00:00Z,2025.6438356,5816,5789,999.12
2025-08-25T00:00:00Z,2025.6465753,5678,5782,1002.18
2025-08-26T00:00:00Z,2025.6493151,5592,5760,1003.75
2025-08-27T00:00:00Z,2025.6520548,5514,5719,1004.70
2025-08-28T00:00:00Z,2025.6547945,5348,5687,1008.06
2025-08-29T00:00:00Z,2025.6575342,5307,5669,1008.66
2025-08-30T00:00:00Z,2025.6602740,5239,5617,1009.18
2025-08-31T00:00:00Z,2025.6630137,5173,5591,1010.23
2025-09-01T00:00:00Z,2025.6657534,5067,5589,1013.02
2025-09-02T00:00:00Z,2025.6684932,4907,5465,1014.29
2025-09-03T00:00:00Z,2025.6712329,5005,5453,1011.35
2025-09-04T00:00:00Z,2025.6739726,5042,5516,1011.88
2025-09-05T00:00:00Z,2025.6767123,4960,5593,1015.99
2025-09-06T00:00:00Z,2025.6794521,4780,5623,1021.72
2025-09-07T00:00:00Z,2025.6821918,4607,5518,1024.14
2025-09-08T00:00:00Z,2025.6849315,4750,5628,1022.67
2025-09-09T00:00:00Z,2025.6876712,4780,5682,1023.11
2025-09-10T00:00:00Z,2025.6904110,4774,5731,1024.45
2025-09-11T00:00:00Z,2025.6931507,4927,5776,1021.25
2025-09-12T00:00:00Z,2025.6958904,5092,5765,1016.51
2025-09-13T00:00:00Z,2025.6986301,5102,5779,1016.59
2025-09-14T00:00:00Z,2025.7013699,5043,5793,1018.49
2025-09-15T00:00:00Z,2025.7041096,5545,5782,1005.50
2025-09-16T00:00:00Z,2025.7068493,5831,5758,998.06
2025-09-17T00:00:00Z,2025.7095890,5921,5755,995.89
2025-09-18T00:00:00Z,2025.7123288,5771,5755,999.35
2025-09-19T00:00:00Z,2025.7150685,5592,5770,1003.99
2025-09-20T00:00:00Z,2025.7178082,5824,5772,998.58
2025-09-21T00:00:00Z,2025.7205479,6064,5759,992.92
2025-09-22T00:00:00Z,2025.7232877,6352,5768,986.84
2025-09-23T00:00:00Z,2025.7260274,5479,5764,1006.64
2025-09-24T00:00:00Z,2025.7287671,5026,5770,1018.41
2025-09-25T00:00:00Z,2025.7315068,4901,5759,1021.56
2025-09-26T00:00:00Z,2025.7342466,4745,5783,1026.49
2025-09-27T00:00:00Z,2025.7369863,4590,5789,1031.11
2025-09-28T00:00:00Z,2025.7397260,4500,5728,1032.34
2025-09-29T00:00:00Z,2025.7424658,4464,5668,1032.01
2025-09-30T00:00:00Z,2025.7452055,4485,5709,1032.34
2025-10-01T00:00:00Z,2025.7479452,4435,5698,1033.61
2025-10-02T00:00:00Z,2025.7506849,4573,5699,1029.49
2025-10-03T00:00:00Z,2025.7534247,4758,5706,1024.33
2025-10-04T00:00:00Z,2025.7561644,5167,5736,1013.92
2025-10-05T00:00:00Z,2025.7589041,5556,5731,1003.93
2025-10-06T00:00:00Z,2025.7616438,5329,5698,1008.81
2025-10-07T00:00:00Z,2025.7643836,5203,5695,1011.95
2025-10-08T00:00:00Z,2025.7671233,5543,5701,1003.54
2025-10-09T00:00:00Z,2025.7698630,5640,5734,1001.99
2025-10-10T00:00:00Z,2025.7726027,5886,5753,996.66
2025-10-11T00:00:00Z,2025.7753425,5879,5755,996.91
2025-10-12T00:00:00Z,2025.7780822,5463,5752,1006.75
2025-10-13T00:00:00Z,2025.7808219,5162,5758,1014.51
2025-10-14T00:00:00Z,2025.7835616,5180,5758,1014.07
2025-10-15T00:00:00Z,2025.7863014,5677,5766,1001.91
2025-10-16T00:00:00Z,2025.7890411,5907,5786,996.98
2025-10-17T00:00:00Z,2025.7917808,5364,5764,1009.50
2025-10-18T00:00:00Z,2025.7945205,5261,5711,1010.84
2025-10-19T00:00:00Z,2025.7972603,5462,5659,1004.55
2025-10-20T00:00:00Z,2025.8000000,5386,5649,1006.19
2025-10-21T00:00:00Z,2025.8027397,5467,5646,1004.10
2025-10-22T00:00:00Z,2025.8054795,5515,5668,1003.44
2025-10-23T00:00:00Z,2025.8082192,5681,5696,1000.10
2025-10-24T00:00:00Z,2025.8109589,5741,5704,998.88
2025-10-25T00:00:00Z,2025.8136986,5785,5745,998.81
2025-10-26T00:00:00Z,2025.8164384,6050,5748,992.84
2025-10-27T00:00:00Z,2025.8191781,6308,5772,987.76
2025-10-28T00:00:00Z,2025.8219178,6151,5748,990.61
2025-10-29T00:00:00Z,2025.8246575,5932,5759,995.78
2025-10-30T00:00:00Z,2025.8273973,5504,5724,1005.05
2025-10-31T00:00:00Z,2025.8301370,5237,5707,1011.36
2025-11-01T00:00:00Z,2025.8328767,5098,5709,1015.05
2025-11-02T00:00:00Z,2025.8356164,5396,5715,1007.53
2025-11-03T00:00:00Z,2025.8383562,5603,5699,1002.04
2025-11-04T00:00:00Z,2025.8410959,5605,5638,1000.57
2025-11-05T00:00:00Z,2025.8438356,5589,5584,999.62
2025-11-06T00:00:00Z,2025.8465753,5420,5541,1002.74
2025-11-07T00:00:00Z,2025.8493151,5016,5357,1008.70
2025-11-08T00:00:00Z,2025.8520548,4790,5249,1012.13
2025-11-09T00:00:00Z,2025.8547945,5050,5311,1006.56
2025-11-10T00:00:00Z,2025.8575342,4985,5362,1009.60
2025-11-11T00:00:00Z,2025.8602740,5494,5870,1008.69
2025-11-12T00:00:00Z,2025.8630137,5290,5182,996.93
2025-11-13T00:00:00Z,2025.8657534,5803,5032,980.49
2025-11-14T00:00:00Z,2025.8684932,5361,5167,994.80
2025-11-15T00:00:00Z,2025.8712329,5524,5271,993.50
2025-11-16T00:00:00Z,2025.8739726,5704,5341,990.87
2025-11-17T00:00:00Z,2025.8767123,5523,5444,997.80
2025-11-18T00:00:00Z,2025.8794521,5552,5543,999.50
2025-11-19T00:00:00Z,2025.8821918,5426,5578,1003.48
2025-11-20T00:00:00Z,2025.8849315,5198,5579,1009.30
2025-11-21T00:00:00Z,2025.8876712,5239,5496,1006.20
2025-11-22T00:00:00Z,2025.8904110,5442,5492,1001.05
2025-11-23T00:00:00Z,2025.8931507,5442,5510,1001.43
2025-11-24T00:00:00Z,2025.8958904,5570,5524,998.62
2025-11-25T00:00:00Z,2025.8986301,5385,5561,1004.09
2025-11-26T00:00:00Z,2025.9013699,5292,5582,1006.97
2025-11-27T00:00:00Z,2025.9041096,5640,5606,999.01
2025-11-28T00:00:00Z,2025.9068493,6097,5624,988.85
2025-11-29T00:00:00Z,2025.9095890,6127,5659,989.01
2025-11-30T00:00:00Z,2025.9123288,5595,5699,1002.35
2025-12-01T00:00:00Z,2025.9150685,5619,5696,1001.63
2025-12-02T00:00:00Z,2025.9178082,5376,5697,1007.58
2025-12-03T00:00:00Z,2025.9205479,5318,5670,1008.42
2025-12-04T00:00:00Z,2025.9232877,5021,5538,1013.00
2025-12-05T00:00:00Z,2025.9260274,4819,5499,1017.58
2025-12-06T00:00:00Z,2025.9287671,4663,5508,1022.24
2025-12-07T00:00:00Z,2025.9315068,4816,5544,1018.77
2025-12-08T00:00:00Z,2025.9342466,5203,5508,1007.51
2025-12-09T00:00:00Z,2025.9369863,5468,5535,1001.39
2025-12-10T00:00:00Z,2025.9397260,5510,5467,998.71
2025-12-11T00:00:00Z,2025.9424658,5327,5481,1003.71
2025-12-12T00:00:00Z,2025.9452055,4642,5529,1023.42
